country,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA
2013-03,-18.6,-19.9,-0.1,-39.6,14.9,9.1,11.4,6.2,4.1,7.8,1.8,-3.9,1.3,-4.1,-22.1,6.4,2.3,5.3,-24.1,6.1,8.9,12.7,7.9,1.8,-0.9,-5.3,0.6,31.6
2013-04,-21.6,-19.6,0.6,-39.9,15.6,8.9,2.3,3.0,3.3,6.9,2.2,-5.9,-3.1,-4.3,-28.0,6.0,-5.0,4.3,-29.8,3.0,4.8,9.1,2.3,1.7,0.1,-4.4,-0.1,29.9
2013-05,-7.8,-16.4,2.5,-35.4,16.2,9.2,5.3,5.1,3.1,7.5,-0.8,-3.9,-0.8,-4.1,-25.0,9.3,3.1,6.0,-30.0,6.2,4.9,5.6,2.8,-0.4,-1.1,-5.8,-1.5,35.0
2013-06,1.3,-14.5,0.2,-29.3,9.1,5.6,5.4,3.8,4.0,3.5,-0.4,-4.1,2.3,-4.7,-23.8,6.8,4.5,5.2,-26.6,2.5,3.0,3.3,3.1,-0.6,-2.8,-5.1,0.0,36.0
2013-07,2.3,-15.1,2.6,-32.8,14.9,5.5,4.6,3.3,2.6,-0.4,0.3,-3.6,-0.5,-4.6,-23.8,8.5,-0.3,5.9,-26.6,0.0,3.5,7.2,3.3,2.2,-2.0,-7.5,-6.3,41.3
2013-08,5.2,-19.5,-3.6,-35.4,11.4,11.3,6.2,6.0,5.0,5.4,-0.6,-4.1,2.7,-2.9,-22.8,7.7,3.8,4.1,-25.1,2.4,2.9,4.9,1.4,0.5,0.9,-11.3,-10.0,43.0
2013-09,-0.7,-18.6,-2.9,-34.4,15.7,8.6,5.2,5.1,3.5,4.2,-1.4,-4.0,-1.3,-4.3,-22.1,5.8,-1.9,5.4,-25.2,1.6,3.0,7.7,-0.4,0.6,-3.3,-9.5,-7.6,37.5
2013-10,1.2,-20.1,-6.9,-33.3,14.2,7.8,7.6,5.6,0.9,5.6,-1.3,-4.4,0.4,-3.4,-24.2,7.7,-1.1,5.6,-29.2,3.2,3.7,9.0,-1.1,-0.9,-3.2,-8.3,-7.6,37.6
2013-11,-1.3,-19.6,-6.7,-32.6,14.0,12.5,11.6,8.3,2.8,8.2,-0.8,-2.4,3.7,-4.7,-20.6,8.7,2.8,8.9,-25.5,5.5,5.2,10.4,-0.2,0.4,0.4,-8.2,-6.3,37.8
2013-12,-2.7,-18.2,-4.4,-31.9,23.4,13.0,13.0,9.0,6.7,3.3,-0.9,-2.6,2.6,-3.6,-19.8,8.5,4.5,8.9,-22.7,4.5,3.5,4.6,1.5,1.5,2.7,-4.4,1.9,31.7
2014-01,0.2,-15.6,-0.5,-30.8,25.1,10.7,10.2,7.8,3.7,3.1,-2.6,-1.5,1.9,-5.4,-18.2,8.2,1.5,9.4,-23.7,6.8,6.8,10.2,3.3,3.2,0.2,-5.2,-0.3,21.4
2014-02,-1.0,-16.0,0.1,-32.0,22.2,11.2,18.6,10.3,3.8,10.9,-1.2,-0.9,-0.6,-14.0,-20.1,3.5,9.1,11.2,-27.8,6.0,7.7,9.4,7.6,2.9,1.1,-6.3,-0.2,27.6
2014-03,6.3,-12.5,1.6,-26.7,18.8,13.0,17.4,10.5,2.7,6.8,-1.2,-4.7,2.5,-4.8,-24.4,5.5,3.3,2.8,-30.1,5.0,4.1,4.1,3.4,0.8,-1.3,-4.8,0.5,19.5
2014-04,7.7,-14.0,-0.2,-27.8,17.3,10.9,15.9,9.5,2.9,9.6,-1.8,-3.2,-0.3,-7.1,-19.4,2.6,3.4,0.5,-24.6,4.1,4.0,4.7,3.2,-0.1,-1.8,-1.7,1.7,16.7
2014-05,9.3,-17.1,-2.0,-32.2,17.8,11.5,17.1,10.2,2.7,11.5,-2.1,-5.5,-1.1,-4.9,-23.0,1.6,0.6,1.9,-29.8,2.6,2.5,3.9,0.8,0.1,-1.2,-4.0,0.9,20.7
2014-06,-1.4,-20.3,-9.6,-31.0,16.4,9.6,8.9,6.1,5.6,6.5,0.1,-4.2,-0.8,-6.0,-24.6,6.1,-3.6,5.3,-29.9,2.6,2.3,5.8,-1.4,0.5,-0.9,-6.6,-2.3,22.3
2014-07,-3.8,-21.8,-8.4,-35.2,13.7,13.6,11.3,8.6,4.7,6.7,-0.9,-3.5,3.0,-4.6,-23.5,8.3,-0.3,4.6,-27.1,4.3,2.8,4.2,-0.2,3.6,2.4,-2.9,1.5,18.4
2014-08,0.2,-18.8,-7.7,-30.0,12.2,10.7,11.4,7.4,2.0,4.8,-0.1,-4.7,-2.1,-4.6,-24.0,5.2,-1.0,-0.3,-27.5,2.8,1.2,0.8,0.1,0.0,-0.2,-5.5,-6.6,10.9
2014-09,1.1,-18.2,-5.8,-30.7,11.7,9.9,7.4,6.6,5.3,8.6,-2.4,-4.7,-0.2,-0.9,-22.3,7.2,-2.1,0.0,-27.2,0.7,-0.8,2.6,-5.6,-0.7,-0.2,-5.9,-7.1,6.0
2014-10,-8.4,-21.3,-10.5,-32.1,13.1,13.7,13.2,8.9,6.2,12.1,0.2,-5.2,1.5,-0.7,-22.7,6.5,3.3,-1.8,-27.3,1.2,2.0,7.3,-2.3,4.3,1.4,-4.8,-3.5,13.2
2014-11,-9.8,-20.7,-11.3,-30.2,16.6,12.7,11.3,7.4,6.1,11.5,1.8,-4.2,3.5,-4.0,-24.4,7.9,4.4,3.2,-27.8,2.6,3.5,5.9,2.0,5.0,1.8,-1.6,0.7,15.9
2014-12,-5.3,-21.5,-10.1,-32.9,18.0,11.2,11.1,7.5,3.8,4.0,-0.2,-7.1,-2.9,-1.8,-27.4,4.3,0.8,0.2,-30.6,2.4,2.7,7.8,-2.2,2.7,-0.2,-1.5,-0.3,17.0
2015-01,-3.4,-16.8,-6.2,-27.5,12.9,9.8,6.8,5.4,0.9,2.5,0.6,-6.0,-0.6,0.8,-23.5,6.2,4.8,-4.9,-31.3,0.6,2.1,5.7,-0.1,1.2,1.6,-3.8,-1.7,12.1
2015-02,-0.6,-20.0,-7.4,-32.5,6.6,6.8,5.2,3.6,1.6,2.3,1.4,-8.1,-2.5,3.4,-27.6,6.6,-0.1,-7.7,-32.5,1.4,2.5,5.0,1.2,1.4,2.3,-2.3,1.2,6.0
2015-03,-3.6,-21.4,-9.8,-33.0,4.5,5.4,8.1,4.8,3.2,4.8,-0.9,-7.5,-3.2,-1.9,-28.1,3.9,-6.1,-5.4,-30.9,3.3,4.5,7.9,2.3,1.7,1.0,-1.6,2.7,1.2
2015-04,-1.3,-20.4,-8.5,-32.4,9.6,5.5,4.2,3.5,2.0,1.5,-0.9,-5.4,-0.3,-0.8,-23.6,6.5,-6.9,-4.1,-29.6,4.3,4.2,4.3,3.9,2.3,-0.6,-1.2,3.5,2.7
2015-05,-11.0,-23.8,-12.5,-35.1,8.2,7.5,2.8,3.7,2.2,5.0,-0.7,-6.2,-1.2,-0.5,-26.0,6.9,1.4,-3.1,-31.2,1.2,3.4,7.0,2.1,2.8,1.9,-0.9,2.7,6.9
2015-06,-7.7,-22.7,-12.0,-33.5,8.2,7.0,1.2,3.1,0.2,3.4,-1.0,-7.7,-0.9,-0.3,-28.5,5.1,-1.9,0.5,-30.0,-0.4,1.2,4.3,-0.3,2.1,0.6,-3.9,-2.8,8.6
2015-07,-16.6,-25.2,-15.1,-35.3,6.4,7.7,5.9,5.2,-0.1,3.7,-2.1,-6.5,-5.1,-4.0,-27.7,4.3,-4.5,-0.5,-31.9,-1.4,0.0,3.4,-1.9,1.5,-1.6,-1.7,-0.4,6.0
2015-08,-12.1,-27.7,-15.9,-39.5,4.3,9.8,5.8,5.4,3.6,2.9,-0.5,-4.4,-2.5,-1.5,-26.3,11.5,-2.1,0.6,-31.3,0.5,2.4,6.1,0.6,3.0,1.6,-1.0,0.4,5.0
2015-09,-18.0,-32.7,-22.4,-42.9,0.8,7.0,4.9,3.8,3.2,0.1,0.6,-6.8,-2.8,-3.0,-28.3,5.1,-6.8,-4.7,-33.3,-1.7,0.8,5.5,-1.2,-0.9,1.3,-3.7,-9.3,10.3
2015-10,-22.8,-29.9,-18.4,-41.4,5.3,7.8,3.4,3.0,0.5,2.2,2.1,-5.4,-1.7,-3.8,-26.3,6.3,-5.0,-2.4,-30.7,-0.8,1.5,5.4,-0.3,2.8,-1.0,-1.3,-5.2,6.3
2015-11,-25.5,-32.7,-16.8,-48.6,4.0,8.9,10.4,6.0,0.7,3.8,1.4,-7.1,-2.6,-1.5,-29.2,6.2,-7.3,-3.6,-35.3,-1.4,0.3,4.1,-1.8,4.6,-0.1,-1.3,-4.4,5.8
2015-12,-19.1,-31.7,-13.4,-49.9,0.3,8.4,5.1,3.5,0.4,3.8,2.9,-6.2,-1.1,-2.9,-29.1,7.7,-6.4,-4.0,-32.8,-0.6,0.8,5.9,-2.9,3.8,-3.5,-1.2,-2.4,6.4
2016-01,-15.5,-27.2,-10.8,-43.6,1.6,9.9,5.6,4.4,2.0,5.5,2.4,-5.9,-1.3,-3.4,-28.2,7.2,-4.0,-5.3,-30.4,2.1,3.1,5.5,1.7,2.2,2.4,-1.6,-4.3,6.8
2016-02,-9.7,-30.0,-18.1,-41.8,-2.4,12.4,8.2,6.3,3.0,8.9,1.6,-7.2,-1.4,-1.7,-28.6,5.3,-2.2,-2.2,-31.7,2.4,3.0,5.7,0.8,2.4,2.6,-0.2,-1.0,1.1
2016-03,-9.9,-32.2,-18.7,-45.6,-2.1,16.7,12.6,9.6,6.9,11.7,0.6,-5.4,-0.7,-3.8,-25.0,5.0,5.6,-1.5,-26.8,2.5,5.3,8.4,5.0,4.7,5.0,-1.8,-3.5,8.8
2016-04,-17.9,-34.0,-22.3,-45.6,-5.2,16.2,13.1,9.0,6.6,12.3,2.2,-4.5,-1.4,-4.1,-24.3,6.8,1.3,-2.4,-29.3,5.0,5.9,7.3,5.3,4.7,2.7,-3.2,-2.3,5.7
2016-05,-23.4,-36.4,-23.0,-49.8,-2.0,16.8,14.8,10.2,5.2,12.0,1.0,-4.8,0.7,-3.5,-25.4,7.6,3.8,-0.7,-28.8,5.2,7.3,11.2,5.4,5.4,2.2,-4.6,-2.7,5.5
2016-06,-27.8,-36.7,-20.4,-53.1,-0.5,12.8,12.2,7.9,4.6,11.7,1.2,-3.2,2.4,-3.7,-23.3,10.0,0.5,-0.1,-28.1,5.4,7.0,10.3,5.3,4.9,1.7,-3.0,-3.9,5.9
2016-07,-27.2,-35.9,-18.1,-53.8,-0.5,12.5,11.1,7.9,5.1,8.6,0.0,-4.5,1.4,-4.7,-23.2,5.1,0.2,-1.0,-28.6,4.8,7.2,10.7,6.0,4.6,4.0,-1.2,-4.2,2.3
2016-08,-25.4,-32.8,-14.1,-51.6,-0.3,11.0,6.7,5.2,2.8,4.2,2.0,-5.7,-0.4,-5.2,-26.6,4.3,-3.4,1.0,-31.0,2.4,4.6,8.4,3.2,3.7,0.0,-4.0,-5.0,4.6
2016-09,-18.5,-30.2,-9.4,-50.9,1.5,11.7,13.2,7.8,4.1,8.3,1.5,-3.3,0.9,-2.2,-23.7,11.5,0.7,1.7,-27.2,4.2,5.5,7.4,5.1,6.1,2.2,-2.4,-0.3,-2.0
2016-10,-15.8,-29.8,-8.6,-51.0,4.7,8.3,9.7,5.2,3.4,4.3,2.3,-3.8,0.2,-4.8,-22.9,6.8,1.7,4.0,-26.1,3.9,4.8,6.6,3.9,4.2,4.7,-6.3,-8.2,7.4
2016-11,-19.1,-27.6,-4.8,-50.4,3.1,7.7,6.6,4.5,3.1,2.1,0.8,-2.0,1.8,-2.7,-19.8,10.9,1.7,1.7,-24.9,3.6,5.1,7.2,4.6,2.8,3.9,-7.0,-10.6,8.9
2016-12,-13.5,-24.4,-4.4,-44.3,6.2,9.3,6.1,4.5,0.0,8.1,2.0,-1.0,2.2,-4.6,-20.2,12.6,3.7,3.0,-26.9,5.0,6.5,9.1,5.4,3.1,1.0,-11.3,-16.7,15.9
2017-01,-11.5,-21.2,-0.1,-42.2,9.5,11.1,3.3,4.9,5.3,8.1,-0.3,-1.7,3.8,-2.5,-21.3,13.6,6.2,5.3,-25.2,5.4,5.1,6.9,3.0,1.7,-0.7,-11.3,-18.1,19.7
2017-02,-4.9,-16.9,5.0,-38.8,11.5,11.8,12.7,8.5,5.8,6.7,-0.9,-1.1,4.6,-2.7,-20.6,14.6,7.9,4.0,-24.0,7.5,7.4,7.4,7.3,4.5,0.7,-11.3,-16.1,18.9
2017-03,0.0,-19.0,-1.0,-36.9,13.7,13.1,6.3,6.6,4.7,6.9,-0.4,-0.4,1.3,-5.1,-19.7,13.2,4.9,6.0,-23.2,7.3,6.8,7.3,5.9,4.0,0.4,-8.1,-12.8,19.7
2017-04,3.2,-17.1,0.6,-34.9,16.2,13.9,13.4,9.5,7.9,9.4,-1.1,-0.7,3.9,-3.1,-18.0,12.7,9.2,9.2,-22.3,7.1,7.4,7.3,7.9,4.4,2.6,-8.5,-10.1,20.0
2017-05,4.2,-11.4,3.5,-26.2,16.2,11.4,5.5,5.7,2.3,6.0,-0.1,0.1,3.9,-5.9,-18.1,12.4,2.0,6.8,-20.6,6.0,6.5,6.2,7.3,2.9,1.6,-8.6,-13.6,28.2
2017-06,-0.3,-13.0,1.9,-27.9,18.8,10.2,3.9,5.1,2.6,6.8,-1.1,0.5,3.5,-3.6,-16.2,14.2,5.7,9.1,-20.3,7.2,6.4,6.2,5.7,3.4,-0.1,-5.8,-8.8,25.0
2017-07,3.8,-10.2,2.2,-22.5,14.9,10.0,5.9,5.4,1.4,7.0,-0.5,-0.9,5.0,-1.6,-13.6,9.4,8.2,7.2,-18.9,4.3,5.3,6.4,5.3,1.5,2.0,-4.3,-6.1,30.3
2017-08,2.1,-11.9,0.8,-24.6,19.0,10.8,5.0,5.6,1.2,7.0,-1.1,1.6,5.3,-4.6,-14.6,14.9,6.1,9.8,-19.9,3.5,6.4,10.4,5.3,5.1,1.0,-7.5,-9.1,34.9
2017-09,6.7,-9.6,3.7,-23.0,20.0,10.9,6.1,5.5,4.3,8.1,0.4,0.9,3.8,-4.6,-13.8,12.0,8.0,11.8,-18.8,5.8,7.1,9.5,6.0,6.3,0.8,-4.2,-3.0,26.4
2017-10,6.5,-7.4,4.6,-19.5,18.8,11.3,1.5,4.9,4.0,7.7,-1.8,2.7,6.2,-3.9,-12.4,16.5,5.8,10.0,-17.4,6.5,7.6,9.2,7.2,2.4,3.4,-5.1,-6.6,26.8
2017-11,13.7,-5.1,6.4,-16.7,19.8,10.5,-0.4,3.5,0.7,9.3,-0.4,1.7,5.9,-3.5,-13.2,14.8,6.0,11.8,-18.4,6.1,8.1,10.7,7.4,4.1,0.8,-5.1,-8.7,28.8
2017-12,16.9,-0.6,11.7,-12.8,23.4,10.7,6.0,5.7,2.1,7.5,-0.5,2.6,6.0,-4.1,-12.8,16.6,8.8,10.5,-17.8,7.8,8.6,9.9,8.3,5.4,2.5,-5.1,-5.6,22.6
2018-01,19.2,-1.7,10.4,-13.8,28.3,15.4,9.7,7.9,4.4,13.9,1.5,3.0,6.5,-4.7,-9.5,13.7,11.2,17.6,-14.7,8.0,7.5,5.2,9.1,3.6,3.5,-1.7,-1.6,30.3
2018-02,16.9,-1.2,7.4,-9.8,28.0,13.3,14.2,9.0,6.0,12.4,0.4,1.8,5.1,-4.6,-11.5,12.2,11.8,14.2,-14.9,7.1,6.1,3.7,7.6,5.0,1.9,-3.6,-6.7,26.0
2018-03,5.4,-3.5,5.2,-12.2,25.8,9.7,9.4,5.7,2.0,10.2,2.2,1.6,3.3,-4.6,-8.7,8.9,11.7,13.1,-13.6,3.2,3.8,5.5,2.6,3.3,2.4,-4.6,-7.6,26.2
2018-04,2.6,-2.8,6.0,-11.5,25.0,12.7,11.2,7.1,1.9,8.0,2.7,0.8,4.0,-2.7,-10.9,10.8,9.8,10.3,-13.9,-1.3,1.1,1.9,2.5,2.6,-1.2,-4.1,-8.1,22.7
2018-05,7.0,-1.2,7.6,-10.1,24.3,14.8,13.2,8.4,4.9,9.3,2.8,0.8,5.3,-3.0,-12.0,11.3,8.3,9.6,-13.0,2.2,2.7,3.2,2.9,2.5,-1.3,-5.8,-9.3,26.7
2018-06,10.2,-0.5,6.9,-8.0,27.2,14.5,14.7,8.8,5.3,11.3,2.9,0.8,7.2,-3.5,-11.8,10.9,8.4,8.7,-16.1,3.1,4.0,4.7,4.2,1.6,-0.9,-6.9,-12.9,22.3
2018-07,12.3,-1.1,6.3,-8.5,25.2,14.5,14.7,9.1,6.5,14.3,1.9,1.5,4.6,-4.1,-12.0,12.5,9.5,10.5,-15.0,3.1,3.1,4.1,2.0,1.7,-1.8,-7.2,-8.5,20.1
2018-08,6.7,-0.6,10.2,-11.4,23.8,13.0,8.4,6.7,2.4,12.2,1.3,2.4,8.4,-4.7,-10.4,12.8,6.1,9.2,-13.6,1.8,4.0,6.6,3.7,5.1,-0.6,-4.3,-4.7,22.9
2018-09,6.4,0.7,8.4,-7.0,23.7,9.3,10.3,6.1,3.4,7.9,1.2,0.9,5.7,-3.9,-12.5,11.4,7.2,9.9,-15.6,2.6,5.8,9.3,5.3,5.2,0.7,-4.2,-7.6,29.9
2018-10,8.0,0.0,11.8,-11.8,25.4,10.2,11.0,6.6,5.7,5.5,1.4,1.1,4.6,-4.1,-10.6,9.8,4.4,7.0,-14.5,2.2,5.3,10.2,3.6,4.3,-1.7,-4.3,-2.8,18.2
2018-11,13.8,-0.8,7.8,-9.4,23.8,11.3,7.7,6.1,5.2,8.5,0.6,2.4,6.0,-2.8,-11.1,15.4,11.0,6.7,-14.4,2.2,5.5,9.2,5.1,4.3,0.1,-5.9,-7.5,23.5
2018-12,10.4,0.6,9.5,-8.2,20.5,13.9,13.5,9.0,5.6,11.8,0.4,2.1,7.3,-2.4,-10.3,14.2,14.8,7.4,-13.4,4.3,7.6,10.7,7.9,6.5,0.7,-3.4,-5.9,15.8
2019-01,12.4,-1.0,7.3,-9.2,26.5,8.1,7.7,5.1,5.8,15.5,0.6,1.7,5.8,-3.4,-13.3,15.1,8.8,8.1,-15.4,5.0,6.7,8.1,6.9,4.9,2.2,-4.6,-5.8,13.4
2019-02,12.2,-2.1,5.8,-10.0,25.5,10.7,3.3,4.4,7.4,5.9,0.7,0.9,7.1,-0.7,-11.2,13.2,8.2,5.5,-14.8,5.9,5.5,5.7,4.9,0.0,0.4,-6.6,-8.5,14.9
2019-03,11.8,1.8,12.2,-8.6,24.0,9.7,3.6,4.0,6.1,2.0,1.4,-0.3,5.8,-0.9,-11.5,9.6,8.3,5.9,-15.3,7.3,8.2,7.3,9.9,4.0,-0.1,-3.4,-3.8,16.0
2019-04,5.9,-0.5,8.2,-9.2,22.8,11.4,8.5,6.8,9.8,-2.1,-0.4,-2.6,4.8,1.7,-14.4,8.4,6.9,1.5,-16.9,4.6,6.7,8.8,6.6,5.0,1.6,-2.5,-7.0,23.9
2019-05,8.7,-2.6,3.9,-9.1,24.8,8.2,2.7,3.9,6.1,-4.0,-0.9,-2.0,3.0,0.1,-13.8,7.8,3.0,0.3,-16.0,3.3,4.7,4.7,6.1,4.3,2.2,-3.6,-8.4,16.1
2019-06,4.2,-4.4,3.7,-12.5,21.8,12.3,6.8,6.4,6.8,-6.9,-0.3,-1.4,0.0,0.0,-12.4,8.2,3.2,-1.2,-14.4,1.9,5.2,8.4,5.2,4.5,4.8,-4.7,-4.8,16.9
2019-07,-1.4,-9.3,-2.1,-16.6,21.1,12.0,5.7,6.1,5.3,-3.6,-0.7,-2.9,2.6,-1.1,-17.5,7.6,-2.0,0.8,-20.6,3.9,5.0,9.6,1.6,4.1,2.2,-4.1,-5.3,16.7
2019-08,-0.3,-9.2,-1.5,-16.8,18.3,12.6,5.6,6.2,8.4,7.0,-0.3,-2.1,4.4,0.5,-17.6,11.9,0.4,0.4,-19.3,4.8,4.6,7.0,2.0,2.1,1.3,-3.6,-4.2,17.0
2019-09,-2.4,-9.9,-0.7,-19.1,15.9,14.1,6.8,7.1,6.4,12.7,-0.4,-3.1,1.5,1.3,-16.3,8.4,1.8,-0.4,-18.0,5.9,7.2,9.8,6.0,3.1,3.1,-3.2,-5.3,26.2
2019-10,-4.3,-10.6,-3.7,-17.5,19.3,11.0,6.7,6.1,4.3,13.1,-0.7,-4.0,-0.2,1.2,-19.3,8.5,-0.9,-1.6,-22.3,1.9,3.5,6.4,2.1,5.3,1.4,-3.2,-5.9,17.0
2019-11,-3.3,-10.1,0.1,-20.2,18.5,12.9,3.8,5.5,5.8,4.3,0.4,-3.5,3.2,-0.8,-19.1,7.7,-2.0,-1.7,-22.2,4.4,5.1,7.3,3.7,3.1,0.9,-4.6,-5.5,10.3
2019-12,-5.8,-9.3,1.2,-19.9,12.2,11.6,6.8,6.3,2.7,6.6,-0.5,-2.4,2.3,-0.3,-16.6,8.9,-2.5,0.2,-19.8,1.7,3.1,5.4,2.2,1.8,2.2,-1.0,-3.3,17.2
2020-01,-5.6,-10.7,0.1,-21.5,17.3,13.5,9.6,8.1,3.0,16.9,-1.0,0.2,3.2,-1.1,-17.5,17.0,-4.5,-1.4,-22.9,3.9,5.4,8.3,3.9,4.6,6.5,-6.5,-13.7,26.3
2020-02,-3.6,-10.7,0.4,-21.9,14.4,7.2,8.1,5.1,2.5,7.3,0.0,1.6,2.4,-1.7,-13.3,16.4,1.3,6.1,-18.1,0.6,2.2,6.3,-0.5,3.2,2.7,-3.0,-6.7,18.2
2020-03,-2.7,-18.0,-14.7,-21.3,6.7,-12.6,0.8,-3.9,-6.0,-13.8,0.0,-2.5,-4.2,-1.9,-14.4,5.0,7.8,-1.8,-18.9,-2.7,-5.8,-11.6,-3.3,-8.5,-0.2,-8.3,-13.8,17.1
2020-04,-26.3,-32.5,-31.9,-33.2,-5.0,-50.2,-27.8,-26.4,-39.6,-80.5,1.2,-18.8,-21.6,-5.6,-31.8,-30.2,-14.6,-7.9,-34.7,-25.7,-33.7,-45.1,-30.4,-34.1,-18.4,-25.3,-47.0,6.7
2020-05,-37.4,-33.1,-24.3,-41.8,-9.4,-27.9,-39.1,-22.5,-23.4,-61.1,0.4,-14.4,-14.8,-0.6,-32.0,-11.8,-22.1,-8.2,-34.0,-39.2,-37.4,-28.9,-44.0,-22.8,-23.8,-19.0,-33.1,4.8
2020-06,-30.7,-24.3,-13.1,-35.5,1.3,-6.0,-37.6,-14.2,-10.3,-37.3,-1.1,-12.1,-9.8,-1.6,-33.7,-4.1,-22.0,-6.9,-37.1,-38.2,-30.4,-11.9,-41.1,-12.6,-27.6,-15.9,-21.6,21.2
2020-07,-20.8,-23.2,-15.2,-31.1,6.3,7.5,-24.2,-5.6,-1.4,-5.6,0.0,-7.0,-4.3,-2.8,-27.2,3.3,-13.9,-0.2,-31.9,-32.7,-24.6,-3.9,-37.1,-8.8,-22.8,-18.1,-25.6,12.6
2020-08,-19.7,-19.1,-6.3,-31.9,7.6,4.1,0.6,1.8,-0.7,-6.9,-0.9,-7.4,-4.6,0.0,-22.1,-0.3,-3.3,-1.2,-26.1,-20.4,-13.9,-0.8,-20.5,-4.8,-18.8,-12.8,-18.4,15.2
2020-09,-17.4,-18.0,-5.9,-30.1,6.7,1.0,3.6,2.2,1.0,4.6,-1.8,-3.2,-0.9,-2.4,-19.7,7.8,-3.3,4.2,-24.5,-9.8,-8.1,-3.4,-11.0,-7.7,-12.2,-16.7,-27.4,19.8
2020-10,-20.2,-21.4,-8.1,-34.6,0.3,-1.1,5.8,2.2,0.2,-9.1,-1.7,-5.7,-1.4,-0.6,-22.1,4.4,-1.1,3.7,-27.4,-12.0,-11.7,-11.5,-11.7,-7.4,-8.1,-13.4,-19.9,15.6
2020-11,-18.0,-20.2,-12.0,-28.5,-2.4,-16.9,-2.9,-6.1,-9.6,-15.6,-1.5,-5.8,-3.3,-3.8,-21.0,-0.2,-1.8,5.4,-23.6,-16.2,-16.6,-19.5,-14.2,-12.5,-10.6,-18.2,-27.9,7.0
2020-12,-13.0,-22.5,-11.5,-33.5,2.6,-18.9,-17.6,-11.7,-15.3,-14.4,-1.3,-6.2,-5.0,-2.8,-20.0,-1.4,-5.1,3.0,-23.5,-20.4,-20.0,-19.7,-20.1,-12.3,-9.9,-21.4,-33.1,13.4
2021-01,-17.2,-21.2,-12.1,-30.3,6.3,-19.8,-29.3,-15.8,-16.6,-31.9,-1.7,-6.7,-4.2,-2.6,-21.5,-1.1,-2.3,2.6,-23.8,-32.1,-27.1,-19.2,-30.1,-14.5,-22.3,-19.5,-34.5,8.2
2021-02,-21.1,-21.6,-10.4,-32.9,8.6,-23.6,-35.7,-19.4,-16.1,-29.3,-1.2,-7.4,-4.2,-3.4,-21.6,-4.0,-4.7,5.4,-22.9,-25.9,-22.5,-14.5,-27.1,-12.3,-17.3,-18.3,-26.1,10.3
2021-03,-25.4,-21.1,-7.1,-35.0,14.2,-14.4,-25.7,-12.8,-11.4,-28.7,-1.8,-5.6,0.1,-4.3,-20.4,-0.8,-7.2,11.7,-23.8,-23.2,-18.7,-9.1,-23.6,-8.7,-13.5,-19.1,-32.8,20.8
2021-04,-14.2,-13.7,2.0,-29.3,28.5,14.0,-12.5,1.4,2.4,6.2,-2.8,3.0,6.7,-5.4,-10.7,14.2,3.3,22.4,-16.0,-9.5,-3.8,8.5,-10.5,4.8,-6.1,-7.2,-5.4,23.3
2021-05,-9.3,-10.5,2.6,-23.6,39.5,16.7,3.4,7.6,7.7,1.8,-2.8,3.4,6.4,-6.3,-9.8,13.8,8.1,23.8,-16.2,1.8,4.7,9.5,2.8,2.7,-1.6,-8.9,-13.5,31.7
2021-06,1.5,-13.5,2.2,-29.1,48.0,13.7,9.1,8.5,5.9,-0.4,-2.7,3.9,5.4,-6.2,-8.7,14.3,6.4,28.3,-13.2,5.0,6.4,7.0,7.3,2.8,-1.6,-5.2,-10.1,29.1
2021-07,-0.4,-8.3,6.8,-23.3,53.4,5.9,18.7,9.4,1.0,-0.8,-3.8,2.5,5.3,-6.3,-9.2,10.4,9.3,27.2,-15.0,5.6,6.0,5.3,7.0,0.2,-2.3,-16.4,-27.3,40.3
2021-08,5.4,-9.9,2.5,-22.2,50.1,3.5,13.2,6.2,-1.3,4.7,-2.1,0.1,2.6,-4.7,-12.3,7.8,8.0,26.9,-15.5,8.8,6.9,3.9,8.1,0.0,1.0,-13.5,-22.3,43.0
2021-09,1.0,-10.2,3.7,-24.1,56.4,0.2,4.6,3.7,-2.3,-2.3,-6.4,0.3,5.0,-5.8,-12.1,7.1,4.9,21.4,-16.5,2.8,0.6,-3.9,3.0,-0.5,-3.7,-18.4,-28.2,19.1
2021-10,0.5,-10.3,1.4,-22.1,62.2,-13.2,-0.3,-2.0,-10.0,-4.9,-7.6,0.3,1.9,-3.8,-10.3,7.2,7.9,27.2,-13.2,2.2,-1.2,-9.0,3.2,-5.1,-5.8,-7.4,-15.2,42.0
2021-11,-0.2,-12.6,0.9,-26.1,62.0,-2.9,-16.4,-4.0,-6.7,-19.1,-7.4,-1.9,0.5,-3.0,-12.5,3.8,0.6,29.1,-13.6,-3.4,-2.5,-4.4,0.2,-1.9,-7.5,-13.1,-31.0,51.0
2021-12,-6.1,-13.3,0.1,-26.7,67.4,5.2,-14.8,-1.2,-1.1,4.3,-6.1,-1.7,3.7,-2.6,-14.4,6.8,1.1,29.6,-16.1,-1.9,-0.7,-0.2,0.1,1.1,-5.0,-7.1,-18.4,41.2
2022-01,-6.1,-5.6,11.3,-22.5,68.9,3.7,-4.8,1.3,3.5,10.4,-5.1,-1.0,6.4,0.2,-8.4,5.8,4.0,32.5,-12.3,0.6,4.3,6.9,5.3,4.5,1.1,-15.1,-25.0,42.1
