country,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA
1994-09,14.0,-29.0,-2.5,-55.6,38.3,,,,,,,-15.9,-10.9,20.8,-51.4,24.6,7.2,50.7,-38.6,,,,,,,,,
1994-10,5.2,-35.1,-6.2,-64.1,32.1,,,,,,,-24.7,-11.3,30.1,-65.4,21.5,2.1,39.0,-43.7,,,,,,,,,
1994-11,6.4,-34.3,-5.1,-63.5,32.2,,,,,,,-24.0,-10.5,29.3,-65.0,22.2,3.2,38.5,-43.4,,,,,,,,,
1994-12,7.4,-33.7,-4.2,-63.1,33.8,,,,,,,-23.5,-9.7,28.6,-64.5,22.7,3.5,37.8,-43.2,,,,,,,,,
1995-01,-0.5,-37.7,-7.7,-67.7,22.7,,,,,,,-20.0,-17.5,15.7,-65.4,21.0,0.2,39.3,-50.5,,,,,,,,,
1995-02,0.2,-37.2,-6.9,-67.4,22.8,,,,,,,-19.5,-16.8,15.0,-64.9,21.5,1.2,38.7,-50.3,,,,,,,,,
1995-03,1.0,-36.6,-6.1,-67.2,22.7,,,,,,,-18.9,-15.9,14.4,-64.3,22.0,2.4,38.0,-50.0,,,,,,,,,
1995-04,-7.2,-39.1,-15.8,-62.3,35.9,,,,,,,-19.5,-22.9,14.2,-54.1,9.8,3.6,37.3,-37.2,,,,,,,,,
1995-05,-6.3,-38.6,-15.1,-62.1,35.8,,,,,,,-17.6,-21.8,12.4,-54.6,14.2,4.4,37.5,-38.4,,,,,,,,,
1995-06,-5.5,-38.3,-14.6,-62.0,35.6,,,,,,,-16.8,-20.4,11.5,-54.0,15.1,6.1,36.9,-38.1,,,,,,,,,
1995-07,-39.4,-54.2,-29.3,-79.1,35.7,,,,,,,-19.4,-12.4,0.6,-61.4,3.8,3.2,46.3,-42.9,,,,,,,,,
1995-08,-38.7,-53.4,-27.3,-79.5,34.8,,,,,,,-18.7,-11.1,-0.3,-60.8,4.6,4.5,46.0,-42.5,,,,,,,,,
1995-09,-37.0,-52.4,-26.1,-78.7,34.4,,,,,,,-17.8,-10.0,-1.3,-60.1,5.3,5.8,45.8,-42.1,,,,,,,,,
1995-10,-32.0,-44.8,-19.5,-70.1,39.8,,,,,,,-15.1,-13.8,-2.9,-57.1,8.9,-1.9,49.5,-45.7,,,,,,,,,
1995-11,-30.9,-44.2,-18.8,-69.6,39.8,,,,,,,-14.6,-12.8,-3.6,-56.7,9.3,-0.8,49.3,-45.4,,,,,,,,,
1995-12,-29.9,-43.6,-18.0,-69.2,40.3,,,,,,,-14.1,-11.8,-4.3,-56.3,9.8,0.3,49.0,-45.2,,,,,,,,,
1996-01,-35.6,-53.0,-22.8,-83.1,43.4,15.6,-8.7,5.5,-17.9,6.3,-9.7,-21.3,-12.6,5.4,-62.5,4.0,0.8,32.6,-42.6,,,,,,,,,
1996-02,-34.9,-52.5,-22.2,-82.8,43.2,14.6,-8.5,5.1,-18.6,6.1,-9.2,-20.8,-11.8,4.7,-62.0,4.5,1.5,32.1,-42.4,,,,,,,,,
1996-03,-34.2,-52.1,-21.7,-82.5,42.5,14.7,-8.3,5.2,-18.2,5.9,-9.1,-20.2,-11.1,4.1,-61.8,5.3,1.6,31.5,-42.3,,,,,,,,,
1996-04,-47.1,-56.9,-31.4,-82.4,46.8,11.2,-14.6,1.5,-23.3,2.1,-8.1,-14.1,-20.0,4.5,-60.6,22.9,-8.7,32.8,-46.9,,,,,,,,,
1996-05,-46.4,-56.5,-30.9,-82.0,46.6,11.3,-14.4,1.6,-22.9,2.2,-8.0,-13.1,-18.8,2.9,-60.8,24.3,-7.8,32.8,-47.4,,,,,,,,,
1996-06,-45.3,-56.1,-30.5,-81.7,46.5,11.4,-14.2,1.7,-22.4,2.2,-7.9,-12.2,-17.8,2.4,-59.9,25.7,-6.2,32.2,-46.9,,,,,,,,,
1996-07,-28.0,-51.2,-27.7,-74.6,37.7,12.3,-18.2,3.8,-17.1,-2.7,-17.2,-19.2,-20.2,12.6,-60.7,15.8,-3.7,33.5,-41.9,,,,,,,,,
1996-08,-28.1,-50.8,-26.3,-75.2,38.1,12.4,-17.9,3.9,-16.6,-2.7,-17.1,-18.5,-19.2,12.1,-60.2,16.7,-2.3,33.6,-41.5,,,,,,,,,
1996-09,-26.3,-50.0,-25.5,-74.5,37.3,12.5,-17.7,3.9,-16.2,-2.6,-17.0,-18.0,-18.2,11.7,-59.7,17.5,-0.7,33.7,-41.0,,,,,,,,,
1996-10,-31.4,-61.6,-40.5,-82.7,21.2,6.8,-14.9,0.9,-18.5,-4.7,-10.8,-20.8,-23.2,15.1,-57.6,10.2,-0.6,19.0,-38.6,,,,,,,,,
1996-11,-30.1,-61.1,-40.0,-82.2,20.3,6.9,-14.7,0.9,-18.1,-4.7,-10.7,-20.3,-22.5,14.8,-56.9,10.7,0.5,18.1,-38.3,,,,,,,,,
1996-12,-28.6,-60.4,-39.3,-81.6,19.2,6.9,-14.6,1.0,-17.8,-4.7,-10.6,-19.9,-21.7,14.5,-56.4,11.2,2.0,17.5,-37.9,,,,,,,,,
1997-01,-26.7,-51.9,-29.2,-74.6,39.2,7.6,-12.7,2.5,-16.0,1.3,-12.7,-20.5,-13.3,13.9,-60.6,13.0,-15.5,27.1,-42.0,,,,,,,,,
1997-02,-25.5,-51.3,-28.3,-74.3,38.9,6.6,-12.5,2.1,-16.6,1.3,-12.2,-20.4,-12.4,14.1,-60.4,13.4,-15.1,26.3,-41.9,,,,,,,,,
1997-03,-24.3,-50.7,-27.4,-74.0,38.5,6.8,-12.2,2.2,-16.0,1.4,-12.1,-20.1,-11.6,14.0,-60.1,13.7,-14.6,25.5,-41.8,,,,,,,,,
1997-04,0.0,-40.7,-11.0,-70.4,23.9,14.9,-7.7,7.4,-16.3,1.8,-15.1,-11.4,-7.9,3.3,-58.6,27.6,0.8,24.3,-38.7,,,,,,,,,
1997-05,1.4,-39.9,-9.9,-69.8,23.4,15.0,-7.5,7.5,-15.8,1.8,-15.0,-11.0,-7.1,2.3,-59.1,28.6,0.8,24.2,-39.6,,,,,,,,,
1997-06,2.9,-39.0,-8.9,-69.2,23.0,15.1,-7.2,7.6,-15.3,1.8,-14.8,-9.9,-5.9,1.1,-58.6,30.0,2.0,23.7,-39.4,,,,,,,,,
1997-07,2.8,-38.5,2.0,-79.1,29.1,7.7,-4.1,3.3,-12.1,0.7,-6.3,-7.0,-14.3,-2.5,-41.7,18.2,10.2,13.4,-28.5,,,,,,,,,
1997-08,3.2,-38.1,3.3,-79.6,29.3,8.1,-3.9,3.4,-11.7,0.8,-6.1,-6.2,-13.6,-3.5,-40.7,18.6,11.6,12.8,-27.9,,,,,,,,,
1997-09,4.2,-37.4,4.9,-79.6,28.9,9.0,-3.7,3.8,-11.3,0.9,-6.0,-5.4,-12.8,-4.5,-39.8,18.9,13.0,12.3,-27.2,,,,,,,,,
1997-10,13.4,-33.2,-7.6,-58.7,20.6,18.6,-4.9,7.5,-8.6,12.5,-8.8,-10.4,-12.2,1.4,-39.3,9.4,18.2,-1.1,-38.1,,,,,,,,,
1997-11,14.7,-32.5,-7.3,-57.8,19.8,18.8,-4.7,7.6,-8.2,12.5,-8.7,-9.9,-11.6,0.4,-38.3,9.0,19.6,-2.3,-38.1,,,,,,,,,
1997-12,15.8,-32.0,-7.0,-57.0,19.2,19.0,-4.6,7.7,-7.8,12.4,-8.5,-9.4,-11.0,-0.5,-37.3,8.7,21.1,-3.5,-38.0,,,,,,,,,
1998-01,13.2,-24.4,-0.1,-48.8,33.2,25.2,0.2,10.7,3.1,10.3,-6.8,-10.8,-6.4,9.5,-36.5,13.7,16.2,3.8,-34.6,,,,,,,,,
1998-02,13.6,-23.7,0.5,-47.9,33.5,25.1,0.6,10.6,2.3,10.1,-6.2,-10.5,-5.7,9.5,-35.6,13.5,16.7,2.9,-34.4,,,,,,,,,
1998-03,13.0,-23.0,1.1,-47.0,33.9,25.1,0.7,10.7,2.8,10.1,-6.1,-10.4,-5.0,9.3,-34.9,13.1,17.4,2.0,-34.2,,,,,,,,,
1998-04,0.0,-23.7,3.4,-50.8,17.4,21.4,1.4,9.3,5.7,10.1,-5.0,-13.9,-4.0,7.7,-42.6,8.4,12.0,0.0,-48.1,,,,,,,,,
1998-05,-0.1,-23.2,4.0,-50.3,16.8,21.6,1.7,9.4,6.1,10.1,-4.9,-13.7,-3.2,7.2,-42.6,8.7,12.1,-0.7,-48.8,,,,,,,,,
1998-06,-0.1,-22.7,4.4,-49.8,16.4,21.9,1.9,9.6,6.6,10.1,-4.9,-13.1,-2.4,6.6,-42.6,9.8,12.5,-1.3,-49.4,,,,,,,,,
1998-07,15.9,-11.0,20.8,-42.8,24.3,19.7,2.8,9.6,1.0,15.1,-6.3,-9.3,2.5,4.3,-40.7,17.0,11.1,10.9,-39.7,,,,,,,,,
1998-08,16.8,-9.8,22.6,-42.1,24.3,20.0,3.1,9.7,1.5,15.1,-6.2,-9.0,3.2,4.0,-40.5,17.6,11.5,10.9,-39.4,,,,,,,,,
1998-09,17.5,-8.7,24.2,-41.7,24.3,20.3,3.3,9.9,1.9,14.8,-6.0,-8.6,3.9,3.6,-40.3,18.2,11.0,10.5,-39.1,,,,,,,,,
1998-10,17.1,-16.1,-1.2,-31.0,19.9,25.5,2.1,12.1,1.4,12.9,-8.8,-26.3,-14.1,24.5,-52.6,-1.9,-14.3,-11.4,-56.3,,,,,,,,,
1998-11,17.7,-16.0,-1.9,-30.0,19.0,25.8,2.3,12.2,1.8,12.9,-8.6,-27.0,-14.7,25.3,-52.9,-2.8,-15.3,-13.3,-57.1,,,,,,,,,
1998-12,18.3,-15.9,-2.8,-29.1,18.1,26.1,2.4,12.3,1.7,12.9,-8.4,-27.7,-15.2,26.0,-53.2,-3.8,-16.3,-15.1,-57.8,,,,,,,,,
1999-01,10.0,-21.6,-1.5,-41.8,17.3,28.1,-9.5,9.0,-4.4,9.3,-8.5,-18.7,-19.6,17.3,-47.7,8.8,-18.5,-7.5,-50.9,,,,,,,,,
1999-02,9.8,-21.7,-1.9,-41.4,17.3,27.7,-9.1,8.9,-4.7,9.5,-8.2,-18.8,-20.0,17.6,-47.7,8.9,-19.9,-8.4,-51.2,,,,,,,,,
1999-03,9.5,-21.7,-2.3,-41.1,17.6,27.7,-9.2,8.9,-4.4,9.3,-8.3,-18.9,-20.5,17.9,-47.7,8.9,-21.1,-9.2,-51.4,,,,,,,,,
1999-04,-18.1,-24.8,0.0,-49.5,13.4,21.3,-3.6,6.9,0.1,10.8,-2.9,-17.4,-17.4,16.0,-51.0,14.6,-14.0,-2.1,-52.3,,,,,,,,,
1999-05,-19.4,-24.8,0.0,-49.7,12.7,21.3,-3.5,6.9,0.6,10.7,-2.8,-17.3,-17.5,15.9,-51.1,15.0,-14.4,-2.6,-52.6,,,,,,,,,
1999-06,-20.5,-24.9,0.0,-49.8,11.9,21.3,-3.3,6.8,1.0,10.5,-2.6,-17.2,-17.5,15.8,-51.3,15.5,-14.8,-3.0,-53.0,,,,,,,,,
1999-07,3.8,-19.9,-1.4,-38.4,19.1,35.9,-5.1,10.0,0.9,15.9,0.8,-20.6,-11.4,18.5,-58.9,15.7,-8.8,9.9,-56.9,,,,,,,,,
1999-08,4.5,-19.3,-0.5,-38.0,19.1,36.2,-4.8,10.0,1.2,16.0,1.2,-20.4,-11.0,18.4,-59.1,16.1,-8.7,10.1,-57.0,,,,,,,,,
1999-09,5.3,-18.0,1.7,-37.7,19.0,36.4,-4.5,10.1,1.6,16.1,1.7,-20.3,-10.4,18.3,-59.2,16.5,-8.5,10.2,-56.9,,,,,,,,,
1999-10,0.4,-29.2,-11.6,-46.8,20.9,23.0,-4.5,5.4,0.7,3.3,2.2,-11.2,-4.9,7.8,-45.7,20.0,-9.1,8.6,-40.8,,,,,,,,,
1999-11,1.2,-28.9,-11.5,-46.4,20.8,23.0,-4.2,5.4,1.1,3.2,2.5,-10.8,-4.7,7.5,-45.2,20.3,-9.1,8.8,-40.4,,,,,,,,,
1999-12,2.0,-28.5,-11.2,-45.9,20.9,23.0,-4.1,5.4,1.4,3.1,2.9,-10.5,-4.6,7.4,-44.6,20.6,-9.0,8.2,-40.0,,,,,,,,,
2000-01,-7.9,-36.8,-13.9,-59.8,6.8,9.8,0.9,2.3,-3.7,1.6,3.7,-13.7,-7.6,14.0,-49.2,22.2,-1.6,10.4,-47.9,,,,,,,,,
2000-02,-7.5,-36.9,-13.6,-60.1,6.2,9.7,1.2,2.2,-3.9,1.6,4.2,-13.4,-7.3,14.0,-48.7,22.6,-1.3,10.0,-47.8,,,,,,,,,
2000-03,-6.5,-36.9,-13.4,-60.3,5.7,9.3,1.3,2.1,-3.6,1.4,4.3,-13.1,-7.2,14.1,-48.3,23.1,-1.4,9.5,-47.6,,,,,,,,,
2000-04,-21.9,-35.3,-11.3,-59.3,10.0,22.7,-5.0,7.5,1.6,10.8,-4.6,-9.8,-1.8,7.6,-43.4,21.6,0.2,9.1,-36.9,,,,,,,,,
2000-05,-23.4,-35.3,-11.0,-59.6,9.3,22.9,-4.7,7.6,2.3,11.1,-4.7,-9.5,-1.3,7.3,-42.8,21.7,0.6,8.7,-36.5,,,,,,,,,
2000-06,-25.3,-35.1,-10.4,-59.8,8.5,23.0,-4.5,7.7,3.0,11.4,-4.7,-9.1,-0.9,7.1,-42.0,21.8,0.8,7.7,-36.2,,,,,,,,,
2000-07,4.1,-32.5,-10.3,-54.7,12.7,20.8,2.5,9.0,-1.6,4.4,-3.7,-9.4,-0.6,5.7,-37.6,15.0,8.3,7.2,-35.7,,,,,,,,,
2000-08,5.7,-31.8,-9.4,-54.1,12.4,21.1,3.0,9.2,-1.2,4.6,-3.6,-9.1,0.0,5.4,-36.9,14.9,9.2,6.7,-35.3,,,,,,,,,
2000-09,7.2,-31.0,-8.5,-53.5,12.2,21.4,3.5,9.5,-0.8,4.8,-3.6,-8.9,0.7,5.2,-36.2,14.7,9.8,5.3,-35.0,,,,,,,,,
2000-10,7.0,-32.5,-7.1,-57.9,10.8,19.3,5.7,9.6,7.2,3.7,-3.7,-1.6,4.2,-1.0,-34.9,29.2,14.7,10.3,-32.6,,,,,,,,,
2000-11,8.3,-32.1,-7.0,-57.3,10.5,19.5,6.2,9.8,8.0,3.7,-3.7,-1.2,4.7,-1.1,-34.5,29.6,15.2,9.6,-32.3,,,,,,,,,
2000-12,9.7,-31.5,-6.3,-56.6,10.3,19.6,6.8,10.0,8.8,3.6,-3.6,-1.0,5.7,-1.4,-34.2,29.9,16.0,7.3,-32.2,,,,,,,,,
2001-01,8.8,-31.4,-5.9,-56.9,-8.3,18.2,4.5,7.2,-3.5,4.6,1.0,-1.1,4.2,0.0,-28.7,25.5,12.5,-4.5,-27.4,,,,,,,,,
2001-02,9.7,-30.6,-4.6,-56.5,-9.8,18.0,4.9,7.2,-3.8,4.5,1.3,-0.7,4.1,0.1,-27.9,25.8,12.9,-5.6,-27.1,,,,,,,,,
2001-03,10.7,-29.8,-3.5,-56.2,-11.3,17.9,5.5,7.2,-4.1,4.1,1.6,-0.6,3.2,0.7,-27.3,26.1,13.1,-6.7,-26.7,,,,,,,,,
2001-04,-17.6,-33.1,-8.1,-58.1,6.6,14.7,-1.1,6.9,6.3,5.5,-7.1,-2.7,5.7,6.7,-27.8,26.3,16.0,5.2,-30.3,,,,,,,,,
2001-05,-19.4,-34.1,-10.3,-58.0,3.7,14.5,-1.3,6.8,6.9,5.7,-7.3,-6.0,6.0,5.3,-24.1,11.5,20.5,1.5,-26.9,,,,,,,-4.9,-0.4,31.3
2001-06,-21.1,-36.2,-14.2,-58.2,0.8,14.4,-1.6,6.8,7.4,6.1,-7.5,-2.7,6.3,6.3,-16.9,15.1,29.6,-1.6,-24.9,,,,,,,-2.4,4.7,27.9
2001-07,-10.9,-28.7,-7.6,-49.8,4.1,11.1,-4.2,3.9,-4.3,5.0,-4.7,2.3,2.9,-0.5,-20.3,26.8,14.8,1.7,-22.8,,,,,,,-2.4,3.3,27.9
2001-08,-12.0,-34.3,-18.3,-50.3,3.8,11.2,-4.2,3.8,-4.6,5.2,-4.6,3.1,3.2,-2.1,-19.8,27.0,10.5,3.0,-24.2,,,,,,,-1.2,6.4,28.4
2001-09,-14.2,-40.0,-29.0,-50.9,3.5,11.2,-4.3,3.8,-4.8,5.6,-4.5,1.0,3.5,2.9,-17.7,23.7,10.1,-1.2,-24.2,,,,,,,-0.7,4.2,32.0
2001-10,5.3,-29.4,-3.3,-55.6,4.3,14.9,-2.5,6.4,7.4,5.4,-6.7,-0.6,5.0,5.0,-27.1,30.3,13.7,4.0,-26.3,,,,,,,-0.7,5.5,27.6
2001-11,-6.8,-26.0,7.5,-59.5,4.6,15.0,-2.6,6.3,8.1,5.4,-6.6,-1.3,5.3,2.4,-26.8,25.2,11.3,5.9,-26.8,,,,,,,-0.3,6.1,25.9
2001-12,-20.1,-22.3,19.0,-63.5,5.0,15.1,-2.6,6.4,8.8,5.4,-6.6,-4.9,5.8,4.6,-24.9,14.9,5.3,-2.4,-24.0,,,,,,,0.5,5.3,22.1
2002-01,-6.1,-18.6,14.7,-51.9,-4.7,26.4,-3.4,7.4,5.6,25.1,1.0,4.5,3.9,-2.1,-18.8,30.4,8.4,-6.4,-22.9,,,,,,,-0.2,6.9,22.0
2002-02,-18.1,-14.7,21.8,-51.1,-4.9,26.9,-3.2,7.4,5.7,26.0,1.6,4.5,4.0,0.9,-20.8,35.2,1.0,-7.6,-25.2,12.4,12.4,26.8,-1.9,6.7,4.3,-0.9,6.9,24.8
2002-03,-6.9,-14.7,23.9,-53.3,-1.5,27.2,-2.9,7.4,5.8,26.9,2.2,6.8,4.0,0.9,-20.4,41.8,5.6,-6.4,-25.1,10.8,8.0,12.6,0.5,2.4,5.0,1.5,9.8,17.9
2002-04,24.9,-21.3,-2.2,-40.5,3.2,20.8,7.2,8.1,6.1,15.2,3.8,-1.3,0.1,7.7,-17.9,21.7,10.1,0.7,-27.6,10.3,10.2,15.3,5.1,1.2,4.9,1.6,5.8,18.0
2002-05,33.8,-14.4,5.1,-33.8,-1.6,21.8,13.4,11.2,-1.0,10.5,1.7,-0.9,-4.1,5.9,-16.6,19.8,19.9,1.1,-26.7,13.0,9.7,10.8,5.5,0.2,0.4,0.7,5.1,24.7
2002-06,41.9,-8.7,4.2,-21.5,0.5,17.8,13.3,9.2,-0.1,8.8,3.5,-0.9,-2.5,4.1,-18.5,19.9,22.3,4.3,-25.2,11.3,9.4,15.2,1.5,1.7,1.1,0.5,6.3,27.8
2002-07,-4.0,-16.1,-1.9,-30.3,9.3,23.3,14.1,11.4,1.2,8.6,3.1,0.2,-2.7,3.5,-16.5,20.6,8.6,-3.9,-25.8,10.8,9.6,11.3,6.6,2.3,0.5,-0.7,5.4,26.0
2002-08,-1.6,-16.9,-4.0,-29.8,8.8,20.1,14.8,9.1,3.5,6.7,7.5,-0.3,-0.4,1.4,-18.3,18.7,9.7,0.4,-25.3,12.6,9.7,13.2,3.3,5.5,1.9,2.9,9.3,22.5
2002-09,-4.3,-15.1,-11.5,-18.7,8.1,25.2,19.5,14.2,11.7,12.3,2.1,0.1,-2.2,1.5,-16.6,18.5,12.2,0.9,-21.8,18.9,11.6,10.3,5.5,7.0,0.5,0.0,8.3,26.6
2002-10,12.0,-6.7,8.2,-21.6,9.4,21.7,14.5,10.5,9.0,15.4,4.5,2.0,3.2,0.0,-16.4,22.4,14.1,3.3,-20.5,18.4,12.1,11.3,6.5,6.5,0.5,0.8,9.7,25.2
2002-11,-9.2,-14.9,2.4,-32.2,7.6,25.7,15.8,11.5,3.8,15.2,6.9,1.3,-0.4,0.4,-15.1,19.3,16.9,3.2,-16.6,18.6,10.3,7.7,4.7,7.2,2.8,1.4,11.8,29.4
2002-12,-20.4,-19.5,-4.0,-34.9,6.4,28.6,14.7,11.9,-0.8,9.1,7.6,2.4,1.5,1.9,-13.3,22.3,2.5,4.9,-19.9,17.9,10.5,8.4,5.0,7.6,5.3,0.5,11.3,28.4
2003-01,17.5,-19.2,-9.2,-29.1,3.8,18.4,16.5,10.6,5.8,2.3,3.2,0.9,-3.7,-6.4,-16.6,12.8,16.5,3.3,-21.8,13.5,9.9,10.0,6.3,12.5,6.2,0.3,8.5,30.1
2003-02,6.3,-11.3,10.8,-33.5,5.2,19.8,11.9,11.0,5.0,15.4,-1.3,3.0,1.3,-4.7,-19.5,23.9,12.4,1.9,-21.4,18.4,13.1,12.8,8.1,8.8,6.3,1.7,9.1,26.7
2003-03,-7.1,-7.2,23.5,-37.9,12.4,24.4,9.6,11.7,10.0,19.8,-1.1,7.1,5.0,-7.6,-14.2,27.9,11.1,1.8,-17.5,18.9,13.6,15.6,6.5,10.5,3.1,1.4,7.9,31.1
2003-04,3.5,-11.6,8.9,-32.0,11.1,21.9,15.6,12.8,6.2,12.8,-0.9,4.4,4.6,-5.6,-18.1,25.6,15.5,5.6,-19.7,20.4,14.3,15.3,7.1,8.4,4.9,0.9,9.9,36.8
2003-05,29.7,-8.4,11.3,-28.2,16.4,23.3,21.1,14.6,9.2,11.8,0.5,4.4,2.1,-3.4,-12.4,22.4,18.7,8.6,-18.1,11.1,12.2,16.7,8.7,9.2,8.1,2.8,11.3,32.1
2003-06,29.2,-9.6,11.2,-30.3,17.8,23.4,29.5,17.2,10.0,11.3,1.3,1.5,-3.1,-5.8,-14.8,13.3,16.1,5.8,-20.9,17.5,14.4,14.2,11.5,7.9,10.1,1.0,6.2,38.8
2003-07,12.2,-9.6,14.0,-33.1,13.9,19.5,31.2,15.9,13.2,12.1,3.1,4.7,4.3,-3.0,-12.0,23.1,16.2,8.1,-19.3,19.1,14.0,13.3,9.6,10.4,5.5,0.3,6.8,44.9
2003-08,16.8,-10.9,7.0,-28.8,14.6,22.4,25.5,15.5,7.8,13.9,1.3,4.6,4.7,-3.8,-13.0,23.1,13.6,1.4,-19.1,15.9,13.8,13.2,12.3,5.6,7.1,-4.1,0.9,51.6
2003-09,3.5,-18.8,-10.4,-27.2,16.7,14.0,21.7,11.3,4.0,4.9,1.7,5.2,2.9,-6.7,-11.5,20.3,12.3,9.1,-17.9,11.5,11.2,10.4,11.7,8.3,6.7,-0.6,5.1,44.4
2003-10,11.2,-10.3,8.2,-28.9,13.3,19.0,23.1,13.6,3.8,9.8,1.4,4.9,5.1,-3.3,-11.0,22.2,25.1,14.4,-19.7,15.3,14.3,14.3,13.4,10.8,10.5,-0.3,5.1,51.1
2003-11,9.0,-14.1,-3.5,-24.7,8.8,19.9,11.6,11.0,1.9,8.3,-1.6,4.8,8.3,-4.6,-8.1,17.9,21.4,7.6,-14.1,13.9,12.5,12.6,10.9,7.7,8.9,0.3,4.9,51.9
2003-12,9.7,-18.2,-9.9,-26.5,14.8,19.1,11.7,10.9,-0.3,9.8,-1.8,4.9,5.0,-5.5,-6.7,15.8,18.3,15.9,-13.0,11.9,10.5,10.0,9.6,4.9,5.8,-0.7,3.4,57.0
2004-01,10.3,-15.3,-4.6,-26.0,20.5,1.7,19.3,7.7,5.8,-0.2,-2.2,2.9,-1.0,-6.3,-10.3,12.8,17.7,17.7,-15.4,16.3,15.1,15.9,13.0,6.2,8.1,-2.8,1.4,61.6
2004-02,2.0,-8.2,11.1,-27.5,28.1,17.4,7.4,9.4,10.3,9.6,-3.3,4.3,3.6,-8.5,-14.5,19.0,5.2,24.4,-19.1,11.9,11.9,12.6,11.2,6.5,5.5,-4.2,-3.0,63.4
2004-03,0.0,-1.4,23.3,-26.1,36.0,28.9,5.0,11.9,8.6,14.3,-1.7,5.2,5.1,-10.8,-17.1,22.0,10.5,26.6,-17.6,11.1,13.7,16.8,13.1,7.2,6.1,-8.3,-6.6,69.7
